time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20120709:0800,23.12,48.95,506,674.5,136,327.2,0.69,219,99661
20120709:0900,25.33,43.8,691,760.79,151,335.2,0.76,237,99671
20120709:1000,27.61,37.75,845,823.18,155,343.8,1.24,242,99700
20120709:1100,29.47,32.2,959,883.16,142,352.4,1.79,248,99690
20120709:1200,31.12,27.45,1001,878.19,154,359,2.41,252,99651
20120709:1300,32.28,24.65,993,892.29,142,364,3.03,254,99612
20120709:1400,32.85,23.3,911,841.6,159,368.2,3.52,254,99582
20120709:1500,32.91,22.8,787,805.81,152,369,3.86,253,99543
20120709:1600,32.46,22.9,621,748,139,368.4,4,253,99533
20120709:1700,31.53,23.8,428,658.34,117,363.2,4,251,99523
20120709:1800,30.11,26.3,229,510.95,84,357,3.79,248,99504
20120709:1900,27.6,33.95,52,240.69,30,348.2,3.17,241,99533
20120709:2000,25.4,39,0,0,0,338.6,2.97,230,99543
20120709:2100,23.66,43.75,0,0,0,330.2,2.9,217,99641
20120709:2200,22.33,48.25,0,0,0,324.2,2.83,206,99730
20120709:2300,21.37,52.6,0,0,0,320.8,2.69,196,99749
20120710:0000,20.63,56.25,0,0,0,319.2,2.69,192,99749
20120710:0100,20.02,59.5,0,0,0,318.45,2.62,193,99700
20120710:0200,19.48,63.1,0,0,0,317.8,2.41,194,99671
20120710:0300,18.96,67.15,0,0,0,316.2,2.21,192,99671
20120710:0400,18.5,71.05,0,0,0,315,2.07,188,99710
20120710:0500,18.07,74.65,0,0,0,315,2,186,99720
20120710:0600,18.1,76.85,120,379.27,55,314.4,1.79,188,99749
20120710:0700,20.35,67.55,311,579.75,100,318.4,0.9,205,99808
20120710:0800,22.52,58.2,513,712.73,123,325.4,0.9,258,99798
20120710:0900,24.59,49.3,694,774.73,145,333.2,0.97,280,99828
20120710:1000,26.63,41.35,839,807.39,163,341.2,1.38,283,99808
20120710:1100,28.49,33.5,947,850.36,161,348.2,1.86,277,99788
20120710:1200,29.96,27.25,989,845.55,174,352.8,2.41,270,99788
20120710:1300,31.01,23.3,977,843.46,173,355.2,2.9,265,99730
20120710:1400,31.7,20.25,925,890.17,130,355.4,3.31,263,99680
20120710:1500,31.94,18.15,795,836.74,136,354,3.66,261,99661
20120710:1600,31.67,17.25,630,790.51,121,351,3.79,259,99641
20120710:1700,30.83,18.2,437,707.94,103,346.4,3.86,256,99661
20120710:1800,29.34,21.9,235,561.77,76,341.4,3.86,251,99661
20120710:1900,27.22,31.4,54,276.33,29,337.4,3.31,239,99710
20120710:2000,24.86,39.1,0,0,0,330.6,3.03,226,99739
20120710:2100,23.11,45.75,0,0,0,323.6,2.83,212,99818
20120710:2200,21.88,50.45,0,0,0,319.6,2.69,199,99877
20120710:2300,20.99,53.8,0,0,0,317.4,2.55,191,99906
20120711:0000,20.34,56.25,0,0,0,316.6,2.48,187,99906
20120711:0100,19.77,58.5,0,0,0,316.45,2.28,187,99867
20120711:0200,19.29,60.8,0,0,0,315.4,2,188,99847
20120711:0300,18.68,63.85,0,0,0,314.2,1.66,184,99857
20120711:0400,17.89,68,0,0,0,313.2,1.45,181,99857
20120711:0500,17.6,70.2,0,0,0,312.4,1.31,179,99867
20120711:0600,17.83,71.1,119,377.38,55,312.6,1.1,175,99887
20120711:0700,20.56,64.15,311,590.6,97,317.2,0.14,67,99936
20120711:0800,23.33,47.3,506,685.24,132,323.2,0.62,1,99956
20120711:0900,25.53,39.6,693,774.61,145,331.6,0.69,334,99985
20120711:1000,27.5,33.35,843,822.68,155,340.4,1.03,291,99995
20120711:1100,29.15,27.5,947,850,162,347.6,1.72,276,99995
20120711:1200,30.43,23.6,994,861.69,164,353,2.34,271,99985
20120711:1300,31.34,21.3,976,842.89,173,356.2,2.9,270,99965
20120711:1400,31.89,19.8,915,857.05,150,358.2,3.24,271,99916
20120711:1500,32.12,18.85,786,805.51,152,358,3.45,274,99887
20120711:1600,32.12,17.85,620,747.68,139,356,3.31,275,99838
20120711:1700,31.82,17.65,429,670.75,113,353.8,3.17,276,99808
20120711:1800,31.03,19.1,233,549.25,78,350.2,2.83,269,99808
20120711:1900,29.38,24.75,53,268.31,29,346.2,2.41,251,99838
20120711:2000,26.98,31.85,0,0,0,340.4,2.55,225,99887
20120711:2100,25.09,39.25,0,0,0,334.6,2.48,207,99965
20120711:2200,23.67,45.2,0,0,0,330.2,2.34,190,100044
20120711:2300,22.57,49.65,0,0,0,327.2,2,174,100064
20120712:0000,21.6,53.2,0,0,0,323.2,1.66,156,100054
20120712:0100,20.34,57.65,0,0,0,320.45,1.31,137,100005
20120712:0200,19.97,58.15,0,0,0,318,1.17,112,99975
20120712:0300,19.66,57.85,0,0,0,315.4,1.24,82,99956
20120712:0400,18.53,60,0,0,0,313.2,1.66,64,99946
20120712:0500,17.73,61.05,0,0,0,311,1.86,65,99965
20120712:0600,17.78,60.35,116,369.6,54,310.2,1.86,68,99985
20120712:0700,21.64,46.05,307,576.66,99,315.2,1.72,61,100005
20120712:0800,25.63,32.8,507,698.05,127,322.8,2.14,52,100024
20120712:0900,28.38,26.1,699,802.84,132,333,2.48,46,100034
20120712:1000,30.73,21.5,851,853.6,138,343.4,2.28,38,100024
20120712:1100,32.67,17.75,956,882.19,142,351.8,1.66,19,99995
20120712:1200,34.12,15.35,1004,894.5,143,359,1.24,339,99936
20120712:1300,35.25,14.05,992,891.72,143,365,1.59,298,99897
20120712:1400,35.97,13.3,920,873.27,141,369.6,2.28,284,99838
20120712:1500,36.27,12.8,790,821.34,144,372.8,2.76,281,99779
20120712:1600,36.15,12.6,623,762.42,133,374.2,3.03,284,99739
20120712:1700,35.65,12.8,426,656.94,117,373.4,3.03,289,99700
20120712:1800,34.7,14.1,219,455.06,91,372,2.55,289,99730
20120712:1900,32.88,18.75,47,181.13,31,369.8,2.62,267,99749
20120712:2000,30.3,23.55,0,0,0,363.4,2.62,246,99798
20120712:2100,28.21,29.95,0,0,0,357.2,2.69,224,99857
20120712:2200,26.59,36.7,0,0,0,351.6,2.62,210,99897
20120712:2300,25.33,43.25,0,0,0,346.2,2.55,200,99877
20120713:0000,24.34,49.45,0,0,0,342,2.34,194,99877
20120713:0100,23.46,55.3,0,0,0,339.25,2,190,99838
20120713:0200,22.49,61.1,0,0,0,336.6,1.79,183,99788
20120713:0300,21.44,66.9,0,0,0,334.6,1.59,171,99749
20120713:0400,20.88,69.45,0,0,0,332.8,1.52,157,99730
20120713:0500,20.6,70.15,0,0,0,331,1.59,146,99720
20120713:0600,20.7,69.95,103,247.18,62,330.4,1.45,135,99739
20120713:0700,23.07,65.85,289,476.29,118,335.4,0.41,105,99710
20120713:0800,27.48,43.45,492,633.62,148,345.4,0.48,8,99730
20120713:0900,30.11,33.6,678,730.49,163,358.8,0.9,338,99710
20120713:1000,32.36,27.35,836,806.71,163,370.8,1.31,310,99739
20120713:1100,34.26,22.9,945,849.37,162,380.6,1.66,290,99680
20120713:1200,35.8,19.7,993,861.9,164,389.6,2.14,274,99661
20120713:1300,36.82,17.95,980,858.67,163,396.85,2.62,265,99612
20120713:1400,37.41,17.55,904,825.61,168,403.45,2.62,260,99543
20120713:1500,37.77,17.35,772,760.9,174,406.25,2.76,262,99454
20120713:1600,37.79,17.45,605,693.15,160,406.85,3.66,264,99425
20120713:1700,36.96,17.8,411,585.68,136,406.05,3.79,263,99366
20120713:1800,35.7,18.25,207,378.19,101,397.65,3.45,262,99327
20120713:1900,33.68,21.05,42,137.72,30,383.6,3.1,249,99346
20120713:2000,30.87,24,0,0,0,372.6,3.03,238,99386
20120713:2100,28.82,26.4,0,0,0,360.8,2.55,215,99396
20120713:2200,27.36,28.65,0,0,0,352,2.55,196,99435
20120713:2300,26.31,30.4,0,0,0,347.2,2.48,198,99415
20120714:0000,25.49,31.95,0,0,0,346,2.28,213,99494
20120714:0100,24.8,34.15,0,0,0,348.85,2.07,234,99504
20120714:0200,24.09,39.35,0,0,0,356.6,1.72,265,99513
20120714:0300,23.11,46.8,0,0,0,355.8,1.66,288,99523
20120714:0400,22.57,52.4,0,0,0,348.4,1.03,310,99513
20120714:0500,23.07,51.8,0,0,0,337.8,0.62,347,99504
20120714:0600,21.77,59.6,113,365.95,53,331.4,0.9,329,99553
20120714:0700,23.27,56.6,311,618.5,90,337,1.52,331,99592
20120714:0800,24.91,52,512,736.94,113,346,1.93,345,99651
20120714:0900,26.7,46.6,696,802.85,131,356.8,1.79,339,99690
20120714:1000,28.54,41.05,853,868.94,129,368,1.79,321,99700
20120714:1100,30.26,35.85,954,881.67,142,377.4,2.14,302,99680
20120714:1200,31.73,32.05,1003,894.82,143,385.2,2.62,293,99651
20120714:1300,32.83,29.5,990,891.88,142,389.8,2.9,288,99621
20120714:1400,33.68,27.1,918,873.35,140,391.85,3.03,284,99592
20120714:1500,34.29,24.2,793,836.69,136,389.6,3.31,284,99543
20120714:1600,34.57,20.5,628,790.66,121,383.4,3.31,287,99504
20120714:1700,34.45,16.9,432,695.64,106,373,3.17,291,99464
20120714:1800,33.85,14.7,225,508.6,83,362.2,2.76,289,99464
20120714:1900,32.43,16.55,48,233,28,354.4,2.34,276,99474
20120714:2000,30.16,17.8,0,0,0,343.2,2.41,265,99504
20120714:2100,28.41,18.45,0,0,0,333.8,2.21,276,99582
20120714:2200,26.88,18.65,0,0,0,327.6,2,305,99631
20120714:2300,25.18,19.4,0,0,0,322.6,2.14,338,99671
20120715:0000,23.62,20.6,0,0,0,318.8,2.14,356,99680
20120715:0100,22.23,22.4,0,0,0,315.45,2.07,10,99680
20120715:0200,21.25,24.4,0,0,0,312.8,1.93,24,99680
20120715:0300,20.49,26.25,0,0,0,310.4,1.93,37,99680
20120715:0400,19.75,28.15,0,0,0,308.2,1.93,46,99690
20120715:0500,18.84,31.6,0,0,0,306.4,2,47,99730
20120715:0600,18.52,37.05,112,364.2,53,305.2,2,50,99779
20120715:0700,21.95,32.65,300,562.46,100,309.8,1.66,42,99808
20120715:0800,25.68,25.1,499,683.43,130,315.2,2.07,43,99857
20120715:0900,28.41,20.95,687,773,144,324,1.72,47,99877
20120715:1000,30.71,18.3,829,790.75,171,337.2,0.97,30,99877
20120715:1100,32.65,16,932,817.33,180,349,0.9,313,99887
20120715:1200,34.09,14.15,975,813.28,194,358.6,1.52,284,99857
20120715:1300,35.04,13.1,963,811.49,192,369.4,2,276,99828
20120715:1400,35.7,12.6,888,778.53,195,379.2,2.28,276,99798
20120715:1500,36.04,12.3,788,820.9,144,381.4,2.48,282,99759
20120715:1600,36.04,12,620,762.02,132,380.6,2.62,288,99710
20120715:1700,35.72,11.7,424,656.46,117,381,2.69,294,99690
20120715:1800,35,12.15,224,507.14,83,377.8,2.55,297,99690
20120715:1900,33.4,15.65,46,201.3,29,372,2.07,276,99720
20120715:2000,31.04,19.4,0,0,0,364.2,2.41,252,99779
20120715:2100,28.83,26.7,0,0,0,357.8,2.41,226,99867
20120715:2200,26.92,37.45,0,0,0,353.2,2.28,203,99916
20120715:2300,25.6,49.35,0,0,0,350.2,2,184,99926
20120716:0000,24.69,59.3,0,0,0,354.4,1.59,168,99956
20120716:0100,23.75,67.35,0,0,0,357.45,1.24,160,99965
20120716:0200,23.5,69.65,0,0,0,359.2,0.97,152,99965
20120716:0300,23.44,69.65,0,0,0,359.2,0.76,92,99985
20120716:0400,22.03,75.55,0,0,0,360.8,1.31,62,100014
20120716:0500,21.44,77.45,0,0,0,357.4,1.52,49,100073
20120716:0600,21.32,78,108,343.73,53,350.6,1.38,43,100113
20120716:0700,24.7,64.25,302,582.24,96,366.8,1.31,54,100132
20120716:0800,27.02,54.25,506,720.68,118,367.2,1.79,78,100172
20120716:0900,29.1,45.4,686,771.59,145,368.8,2.14,102,100221
20120716:1000,31.07,37.9,842,836.33,147,378.2,2.41,119,100221
20120716:1100,32.83,31.8,942,849.71,161,386.2,2.62,124,100181
20120716:1200,34.21,27.6,985,845.23,174,391.85,2.76,125,100162
20120716:1300,35.15,25.3,973,842.68,173,395.25,2.9,126,100093
20120716:1400,35.66,24.1,907,841.01,159,397.05,2.97,127,100073
20120716:1500,35.8,23.6,783,805.14,152,397.85,3.03,128,100064
20120716:1600,35.52,23.75,616,747.45,138,395.85,3.24,127,100024
20120716:1700,34.69,24.9,420,642.95,120,392.05,3.52,129,100034
20120716:1800,33.14,27.6,219,476.92,87,385.4,3.59,132,100034
20120716:1900,30.88,33.5,42,156.67,29,377,3.38,134,100073
20120716:2000,28.54,39.85,0,0,0,368.4,3.52,133,100123
20120716:2100,26.79,45.5,0,0,0,359.4,3.86,132,100201
20120716:2200,25.84,47.85,0,0,0,355.8,3.86,133,100240
20120716:2300,25.38,48.3,0,0,0,353,3.31,129,100280
20120717:0000,24.96,48.65,0,0,0,352,2.14,104,100290
20120717:0100,24.24,50.4,0,0,0,352.25,1.72,78,100260
20120717:0200,23.53,52.25,0,0,0,350.2,1.86,48,100250
20120717:0300,22.88,54.65,0,0,0,348.6,2.07,37,100250
20120717:0400,22.39,56.85,0,0,0,346.6,2.14,41,100250
20120717:0500,22.04,58.85,0,0,0,344.8,2.21,48,100270
20120717:0600,22.16,59.4,101,284.85,56,343.6,2.21,55,100290
20120717:0700,24.94,49.35,290,519.87,107,346,2.21,60,100329
20120717:0800,27.59,40.4,493,668.76,134,353.4,2.69,81,100358
20120717:0900,29.82,34.05,669,714.48,169,362.4,3.24,100,100388
20120717:1000,31.8,29.25,831,804.93,163,371.4,3.52,109,100368
20120717:1100,33.52,25.45,936,833.18,171,380.4,3.66,114,100339
20120717:1200,34.9,22.7,978,829.29,183,387.2,3.79,116,100309
20120717:1300,35.88,20.55,961,810.69,192,391.05,3.86,119,100260
20120717:1400,36.44,19,901,824.88,168,392.6,3.93,122,100211
20120717:1500,36.53,18.15,778,789.4,160,392.45,3.93,125,100142
20120717:1600,36.13,18.05,615,747.01,138,389.6,3.86,127,100132
20120717:1700,35.23,18.8,422,655.26,117,383.8,3.66,129,100093
20120717:1800,33.79,20.45,221,504.65,82,377,3.45,131,100083
20120717:1900,31.65,24.9,43,184.25,28,369.2,2.97,136,100083
20120717:2000,29.48,27.85,0,0,0,360,3.03,137,100113
20120717:2100,27.92,29.7,0,0,0,354.4,3.17,138,100162
20120717:2200,27.03,30.1,0,0,0,351.8,3.1,136,100221
20120717:2300,26.43,30.3,0,0,0,351.6,2.21,121,100231
20120718:0000,25.32,32.75,0,0,0,352.6,1.59,97,100221
20120718:0100,24.16,34.9,0,0,0,352.25,1.59,56,100181
20120718:0200,23.38,36.5,0,0,0,350.6,2,34,100132
20120718:0300,22.87,37.65,0,0,0,348.8,2.14,46,100132
20120718:0400,22.41,38.9,0,0,0,346.4,2.07,62,100152
20120718:0500,21.96,40.4,0,0,0,343.8,2.07,72,100132
20120718:0600,21.86,43,104,333.51,52,342,1.86,75,100142
20120718:0700,25,34.6,297,568.28,98,346,1.59,74,100123
20120718:0800,28.27,26.45,497,693.16,126,352,1.79,77,100142
20120718:0900,30.84,22.1,679,755.96,151,360.8,1.86,77,100132
20120718:1000,33.14,18.8,835,820.54,155,369.4,2,81,100093
20120718:1100,34.99,16.35,935,832.99,171,377.4,2.14,88,100034
20120718:1200,36.48,14.55,978,829.01,184,383.4,2.21,94,99965
20120718:1300,37.59,12.85,971,842,173,387.8,2.07,96,99906
20120718:1400,38.3,11.65,905,840.3,159,389.6,1.93,99,99808
20120718:1500,38.65,11.2,781,804.39,152,391,1.66,102,99749
20120718:1600,38.62,11.25,614,746.66,138,390.2,1.45,112,99690
20120718:1700,38.25,11.55,423,667.74,113,388.25,1.45,129,99671
20120718:1800,37.4,12.2,221,514.57,80,383.2,2,155,99621
20120718:1900,34.95,14.4,44,225.7,26,375.6,2.76,180,99651
20120718:2000,32.07,16.85,0,0,0,368.8,2.69,195,99680
20120718:2100,30.02,19.5,0,0,0,360,2.07,213,99749
20120718:2200,28.17,23.7,0,0,0,352.4,1.24,251,99788
20120718:2300,26.86,28.25,0,0,0,348.4,0.97,299,99769
20120719:0000,26.57,29.9,0,0,0,345,0.62,358,99798
20120719:0100,24.17,35.9,0,0,0,343.65,1.31,43,99769
20120719:0200,23.12,37.3,0,0,0,341.4,1.52,81,99710
20120719:0300,22.16,37.3,0,0,0,339.4,1.59,113,99651
20120719:0400,22.22,35.25,0,0,0,337.8,1.24,115,99631
20120719:0500,22.19,35.55,0,0,0,337,1.03,99,99631
20120719:0600,21.71,40.15,103,331.55,52,337,1.1,98,99661
20120719:0700,24.01,39.35,293,556.95,99,341.6,0.62,127,99700
20120719:0800,28.21,26.6,495,693.38,125,349.2,0.21,350,99710
20120719:0900,30.82,21.9,674,741.68,157,359.4,0.76,325,99690
20120719:1000,33.15,18.3,829,804.79,163,370.6,0.97,311,99631
20120719:1100,35.17,16.2,939,849.21,161,380.4,1.38,299,99592
20120719:1200,36.77,15.2,982,845.48,173,388.4,1.79,290,99543
20120719:1300,38,14.6,965,826.94,182,395.45,2.28,285,99484
20120719:1400,38.84,14.15,910,856.93,150,401.45,2.76,284,99396
20120719:1500,39.23,13.85,784,820.75,143,403.85,3.17,283,99327
20120719:1600,39.14,13.9,620,774.67,127,404.25,3.52,279,99287
20120719:1700,38.42,14.45,421,667.44,112,402.25,4.14,271,99268
20120719:1800,36.8,15.85,216,484.4,84,396.85,4.41,261,99268
20120719:1900,33.93,19.05,40,166.66,27,389.6,4,245,99278
20120719:2000,31.36,22.2,0,0,0,377.6,3.59,235,99317
20120719:2100,29.48,25.65,0,0,0,368,3.24,226,99405
20120719:2200,28.09,29.15,0,0,0,360.6,2.9,215,99445
20120719:2300,27.04,32.45,0,0,0,356,2.62,206,99445
20120720:0000,26.16,35.6,0,0,0,352.8,2.48,199,99464
20120720:0100,25.5,38.05,0,0,0,348.65,2.28,192,99425
20120720:0200,24.84,40.2,0,0,0,345,2.07,187,99415
20120720:0300,23.95,43.15,0,0,0,341.6,1.79,183,99396
20120720:0400,23.31,45.45,0,0,0,338.6,1.45,187,99415
20120720:0500,23.75,44.45,0,0,0,336.4,1.17,205,99494
20120720:0600,23.73,46.1,90,224.13,56,334.8,1.03,214,99523
20120720:0700,24.7,46.35,280,484.93,112,338,0.9,209,99563
20120720:0800,27.68,35.7,485,654.16,137,344.2,1.1,239,99592
20120720:0900,29.99,29.9,680,770.49,144,352.6,1.17,262,99592
20120720:1000,32.25,24.85,837,835.01,147,361.4,1.24,277,99592
20120720:1100,34.37,20.25,953,897.17,132,369.8,1.52,276,99582
20120720:1200,36.17,16.25,1003,910.14,133,376.8,2.07,267,99563
20120720:1300,37.46,13.7,985,891.17,142,382,2.69,262,99513
20120720:1400,38.26,12.3,894,809.31,177,384.4,3.45,261,99494
20120720:1500,38.56,11.3,762,744.91,181,384,4.14,260,99464
20120720:1600,38.33,10.45,588,651.75,174,380.2,4.69,259,99445
20120720:1700,37.5,10.25,391,517.77,152,375,4.9,258,99435
20120720:1800,35.97,11.55,197,358.06,100,367.8,4.62,251,99445
20120720:1900,34.05,15.35,41,196.95,26,361.4,3.59,242,99474
20120720:2000,31.28,19.65,0,0,0,353.4,3.1,229,99504
20120720:2100,29.27,23.6,0,0,0,345.6,2.83,216,99582
20120720:2200,27.83,26.45,0,0,0,341.8,2.62,205,99671
20120720:2300,26.76,28.3,0,0,0,340.2,2.41,195,99641
20120721:0000,25.88,29.8,0,0,0,339.6,2.21,189,99671
20120721:0100,24.88,31.7,0,0,0,339.25,1.86,184,99621
20120721:0200,23.79,34.4,0,0,0,338,1.66,175,99602
20120721:0300,23.3,35.55,0,0,0,337.2,1.52,163,99592
20120721:0400,22.78,36.6,0,0,0,335.4,1.59,158,99592
20120721:0500,22.36,38.35,0,0,0,334.2,1.59,167,99602
20120721:0600,22.66,40.45,101,347.74,49,333.2,1.31,180,99651
20120721:0700,24.05,46.75,292,574.69,94,336.6,0.41,154,99680
20120721:0800,27.92,29.55,494,703.35,121,343.2,0.41,298,99720
20120721:0900,30.28,26.1,678,769.2,144,353.6,0.55,304,99739
20120721:1000,32.36,23.6,835,835.05,146,364,1.17,281,99730
20120721:1100,34.12,21.4,941,864.32,151,373.6,1.93,279,99730
20120721:1200,35.42,19.8,985,860.82,163,382,2.41,276,99730
20120721:1300,36.42,18.4,974,858.21,163,388,2.69,270,99680
20120721:1400,37.13,17.2,908,856.55,150,392.05,3.03,264,99661
20120721:1500,37.48,16.35,786,834.56,136,393.65,3.38,261,99641
20120721:1600,37.41,16.2,621,788.69,121,393.45,3.66,260,99612
20120721:1700,36.9,16.85,425,704.14,101,390.8,3.79,260,99612
20120721:1800,35.75,19.15,220,538.59,75,388,3.79,251,99621
20120721:1900,33.29,26.9,40,215.55,24,384.2,3.52,234,99641
20120721:2000,30.82,32.35,0,0,0,377.8,3.17,218,99680
20120721:2100,29.19,35.5,0,0,0,371.2,2.97,202,99759
20120721:2200,28.09,37.05,0,0,0,367,2.69,192,99828
20120721:2300,27.29,38.05,0,0,0,363.8,2.48,190,99838
20120722:0000,26.63,39.1,0,0,0,361.4,2.28,190,99847
20120722:0100,26.01,40.65,0,0,0,358.45,2.21,191,99828
20120722:0200,25.35,42.55,0,0,0,355.8,2.21,191,99798
20120722:0300,24.67,44.8,0,0,0,353.2,2.21,190,99788
20120722:0400,24.1,47.1,0,0,0,353.4,2.21,190,99808
20120722:0500,23.54,49.8,0,0,0,349.6,2.21,187,99857
20120722:0600,23.3,52.2,97,325.75,49,348.4,2.07,185,99887
20120722:0700,24.54,53.95,287,551.67,98,349,1.72,193,99936
20120722:0800,27.16,45.45,495,716.95,116,355.8,2.07,205,99946
20120722:0900,29.45,38.5,673,754.94,150,364,2.28,218,99985
20120722:1000,31.46,33.65,825,803.56,163,374.4,2.41,228,99956
20120722:1100,33.24,30.2,925,816.09,180,384,2.76,237,99926
20120722:1200,34.61,27.7,974,828.2,184,392.05,3.17,244,99897
20120722:1300,35.48,26.15,962,826.29,182,399.25,3.38,250,99847
20120722:1400,36,25.2,897,824.77,168,403.25,3.45,254,99798
20120722:1500,36.08,25.05,772,789.51,158,405.65,3.59,255,99749
20120722:1600,35.75,25.6,606,731.85,143,405.05,3.79,252,99700
20120722:1700,34.94,27.1,417,665.06,112,402.25,3.86,248,99671
20120722:1800,33.57,29.75,212,478.59,84,397.05,4,242,99661
20120722:1900,31.12,36.5,37,180.04,24,388.2,3.66,238,99651
20120722:2000,28.92,41.65,0,0,0,377.4,3.52,231,99690
20120722:2100,27.24,46.15,0,0,0,369,3.03,227,99759
20120722:2200,25.98,50.1,0,0,0,362.6,2.48,221,99798
20120722:2300,25.04,53.25,0,0,0,358,2.34,208,99769
20120723:0000,24.44,54.95,0,0,0,355,2.34,197,99730
20120723:0100,24.12,55.4,0,0,0,353.25,2.28,190,99700
20120723:0200,23.84,55.9,0,0,0,353.6,2.14,186,99671
20120723:0300,23.39,57.85,0,0,0,350,2.07,190,99641
20120723:0400,22.93,60.95,0,0,0,350.8,2.07,201,99631
20120723:0500,22.39,65.5,0,0,0,350.8,1.93,212,99661
20120723:0600,22,70.5,94,316.94,48,350.6,1.59,221,99661
20120723:0700,23.19,72.1,287,560.71,96,359.2,2,229,99690
20120723:0800,24.75,66.5,496,728.76,112,363.4,2.41,225,99690
20120723:0900,26.61,59,682,798.5,130,367.6,2.69,225,99700
20120723:1000,28.61,51.05,837,849.79,138,381.4,2.83,227,99690
20120723:1100,30.48,44.25,944,880.73,141,384.2,3.1,229,99651
20120723:1200,32.02,39.15,994,893.15,143,392.2,3.38,232,99602
20120723:1300,33.16,35.55,982,890.85,142,399.85,3.72,236,99523
20120723:1400,33.72,33.5,905,856.39,149,407.85,3.93,240,99454
20120723:1500,33.75,32.7,780,819.09,144,410.05,4.07,243,99415
20120723:1600,33.36,32.95,608,744.56,138,405.25,4.14,247,99356
20120723:1700,32.65,34.1,411,638.96,119,401.85,4.14,251,99346
20120723:1800,31.33,37.05,209,470.64,84,396.45,4.14,253,99327
20120723:1900,28.94,46.05,35,171.21,23,387.4,3.79,247,99317
20120723:2000,27.19,52.3,0,0,0,382.4,3.31,244,99346
20120723:2100,25.8,58.2,0,0,0,372.2,2.83,240,99396
20120723:2200,24.8,63.3,0,0,0,369.4,2.41,238,99445
20120723:2300,24.04,67.7,0,0,0,366.6,2.07,241,99484
20120724:0000,23.42,71.25,0,0,0,365.2,1.72,243,99494
20120724:0100,22.85,74.25,0,0,0,360.25,1.45,242,99484
20120724:0200,22.4,77,0,0,0,364.8,1.1,243,99474
20120724:0300,21.96,79.75,0,0,0,363,0.69,250,99445
20120724:0400,21.83,80.2,0,0,0,354.8,0.62,291,99454
20120724:0500,21.25,83.3,0,0,0,355.8,0.76,326,99474
20120724:0600,20.77,86.7,94,321.91,48,350.6,0.9,344,99504
20120724:0700,22.47,76.5,278,519.7,102,345,0.62,339,99513
20120724:0800,24.18,67.5,486,689.26,124,351.2,0.55,309,99523
20120724:0900,26.12,58.1,673,768.34,143,357.6,0.55,273,99523
20120724:1000,28.05,49.4,818,787.83,171,368.4,0.76,241,99513
20120724:1100,29.92,41.85,923,815.97,180,374.6,1.17,228,99474
20120724:1200,31.55,36,971,827.99,183,380.8,1.38,226,99435
20120724:1300,32.82,31.65,960,826.06,182,388,1.59,227,99366
20120724:1400,33.73,28.95,894,823.49,168,392,1.79,227,99317
20120724:1500,34.25,27.2,770,788.2,159,393.65,2,227,99238
20120724:1600,34.3,26.7,593,689.14,159,393.6,2.28,229,99209
20120724:1700,33.71,27.95,400,590.82,131,391.4,2.83,233,99209
20120724:1800,32.14,33.05,197,390.67,94,387,3.45,244,99238
20120724:1900,29.35,45.05,31,117.85,23,381.6,3.59,260,99297
20120724:2000,27.08,53.8,0,0,0,373,3.31,264,99337
20120724:2100,25.51,60.2,0,0,0,365.4,2.69,262,99445
20120724:2200,24.4,64.65,0,0,0,359.6,2.07,264,99474
20120724:2300,23.57,68.1,0,0,0,355.6,1.45,278,99484
20120725:0000,22.9,70.85,0,0,0,354.4,1.1,303,99494
20120725:0100,22.19,74.3,0,0,0,351.45,0.76,317,99445
20120725:0200,22.38,72.65,0,0,0,348.6,0.55,329,99415
20120725:0300,21.25,78.15,0,0,0,347.2,0.97,348,99396
20120725:0400,20.65,80.9,0,0,0,345.6,1.1,356,99396
20120725:0500,20.61,80.6,0,0,0,344.2,0.97,350,99435
20120725:0600,20.56,81.25,87,270.21,49,343.8,0.9,342,99464
20120725:0700,22.44,73.7,275,507.94,104,349.8,0.69,345,99494
20120725:0800,24.53,62.4,495,741.24,107,356,0.76,0,99494
20120725:0900,26.63,51,672,767.14,144,367.6,0.55,2,99504
20120725:1000,28.77,41.75,816,787.9,170,375.2,0.21,349,99484
20120725:1100,30.49,35.9,891,726.89,230,383.8,0.55,243,99405
20120725:1200,32.15,31.5,976,843.72,174,390.8,1.52,233,99396
20120725:1300,33.33,28.7,948,794.11,201,394.4,2.14,233,99356
